# Selection : patch(wallsGeo)
# Faces  :    6548
# Area   :    1.487874e-04
# Time        	areaAverage(U)
0.148104      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.148133      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.148162      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.148192      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.148221      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.14825       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.148279      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.148308      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.148337      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.148367      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.148396      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.148425      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.148454      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.148483      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.148512      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.148542      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.148571      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.1486        	(0.000000e+00 0.000000e+00 0.000000e+00)
0.148629      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.148658      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.148687      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.148716      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.148744      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.148773      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.148802      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.14883       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.148859      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.148887      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.148916      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.148944      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.148973      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.149001      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.14903       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.149058      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.149087      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.149115      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.149144      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.149173      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.149201      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.14923       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.149258      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.149287      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.149315      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.149344      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.149372      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.149401      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.149429      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.149458      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.149486      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.149515      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.149543      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.149572      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.149601      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.149629      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.149658      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.149686      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.149712      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.149738      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.149765      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.149791      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.149817      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.149843      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.149869      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.149895      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.149922      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.149948      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.149974      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.15          	(0.000000e+00 0.000000e+00 0.000000e+00)
0.150028      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.150056      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.150085      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.150113      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.150141      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.150169      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.150197      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.150226      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.150254      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.150282      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.15031       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.150338      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.150366      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.150394      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.150422      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.15045       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.150478      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.150506      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.150534      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.150562      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.15059       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.150618      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.150646      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.150674      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.150701      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.150729      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.150757      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.150785      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.150813      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.15084       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.150868      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.150896      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.150924      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.150951      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.150979      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.151007      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.151034      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.151062      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.15109       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.151117      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.151145      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.151173      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.1512        	(0.000000e+00 0.000000e+00 0.000000e+00)
0.151228      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.151255      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.151283      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.15131       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.151338      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.151365      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.151393      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.15142       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.151448      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.151475      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.151502      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.15153       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.151557      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.151584      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.151612      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.151639      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.151666      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.151694      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.151721      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.151748      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.151775      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.151803      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.15183       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.151857      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.151884      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.151911      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.151939      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.151966      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.151993      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.15202       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.152047      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.152074      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.152101      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.152128      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.152155      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.152182      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.152209      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.152236      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.152263      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.15229       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.152317      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.152344      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.152371      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.152398      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.152425      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.152452      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.152478      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.152505      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.152532      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.152559      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.152586      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.152612      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.152639      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.152666      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.152693      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.152719      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.152746      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.152773      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.152799      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.152826      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.152853      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.152879      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.152906      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.152933      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.152959      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.152986      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.153012      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.153039      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.153065      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.153092      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.153118      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.153145      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.153171      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.153198      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.153224      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.153251      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.153277      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.153304      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.15333       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.153356      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.153383      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.153409      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.153435      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.153462      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.153488      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.153514      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.153541      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.153567      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.153593      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.153619      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.153646      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.153672      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.153698      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.153724      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.15375       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.153776      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.153803      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.153829      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.153855      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.153881      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.153907      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.153933      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.153959      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.153985      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.154011      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.154037      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.154063      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.154089      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.154115      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.154141      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.154167      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.154193      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.154219      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.154245      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.154271      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.154297      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.154323      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.154348      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.154374      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.1544        	(0.000000e+00 0.000000e+00 0.000000e+00)
0.154426      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.154452      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.154477      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.154503      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.154529      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.154555      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.154581      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.154606      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.154632      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.154658      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.154683      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.154709      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.154735      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.15476       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.154786      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.154812      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.154837      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.154863      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.154888      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.154914      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.15494       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.154965      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.154991      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.155016      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.155042      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.155067      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.155093      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.155118      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.155144      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.155169      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.155194      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.15522       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.155245      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.155271      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.155296      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.155322      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.155347      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.155372      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.155398      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.155423      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.155448      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.155473      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.155499      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.155524      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.155549      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.155575      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.1556        	(0.000000e+00 0.000000e+00 0.000000e+00)
0.155625      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.15565       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.155675      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.155701      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.155726      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.155751      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.155776      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.155801      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.155826      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.155851      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.155877      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.155902      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.155927      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.155952      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.155977      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.156002      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.156027      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.156052      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.156077      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.156102      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.156127      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.156152      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.156177      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.156202      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.156227      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.156252      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.156277      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.156302      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.156326      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.156351      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.156376      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.156401      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.156426      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.15645       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.156475      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.1565        	(0.000000e+00 0.000000e+00 0.000000e+00)
0.156525      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.15655       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.156575      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.156599      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.156624      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.156649      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.156674      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.156698      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.156723      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.156747      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.156772      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.156797      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.156821      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.156846      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.156871      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.156895      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.15692       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.156945      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.156969      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.156994      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.157018      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.157043      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.157068      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.157092      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.157116      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.157141      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.157165      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.15719       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.157214      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.157239      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.157263      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.157287      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.157312      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.157336      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.157361      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.157385      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.15741       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.157434      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.157459      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.157483      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.157507      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.157532      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.157556      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.15758       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.157604      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.157628      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.157653      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.157677      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.157701      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.157725      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.157749      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.157774      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.157798      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.157822      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.157846      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.15787       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.157895      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.157919      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.157943      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.157967      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.157991      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.158016      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.15804       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.158064      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.158088      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.158112      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.158136      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.15816       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.158184      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.158207      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.158231      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.158255      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.158279      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.158303      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.158327      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.158351      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.158375      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.158399      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.158423      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.158446      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.15847       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.158494      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.158518      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.158542      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.158566      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.15859       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.158614      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.158638      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.158662      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.158685      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.158709      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.158733      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.158757      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.158781      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.158804      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.158828      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.158851      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.158875      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.158898      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.158922      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.158945      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.158969      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.158992      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.159015      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.159039      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.159062      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.159086      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.159109      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.159133      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.159156      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.15918       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.159203      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.159226      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.15925       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.159273      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.159297      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.15932       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.159344      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.159367      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.159391      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.159414      	(0.000000e+00 0.000000e+00 0.000000e+00)
