# Selection : patch(inletGeo)
# Faces  :    276
# Area   :    2.444609e-05
# Time        	areaAverage(U)
0.147839      	(0.000000e+00 -5.792375e-01 0.000000e+00)
0.147869      	(0.000000e+00 -5.795953e-01 0.000000e+00)
0.147898      	(0.000000e+00 -5.799531e-01 0.000000e+00)
0.147928      	(0.000000e+00 -5.803109e-01 0.000000e+00)
0.147957      	(0.000000e+00 -5.806687e-01 0.000000e+00)
0.147987      	(0.000000e+00 -5.810266e-01 0.000000e+00)
0.148017      	(0.000000e+00 -5.813845e-01 0.000000e+00)
0.148046      	(0.000000e+00 -5.817371e-01 0.000000e+00)
0.148075      	(0.000000e+00 -5.820897e-01 0.000000e+00)
0.148104      	(0.000000e+00 -5.824424e-01 0.000000e+00)
0.148133      	(0.000000e+00 -5.827951e-01 0.000000e+00)
0.148162      	(0.000000e+00 -5.831477e-01 0.000000e+00)
0.148192      	(0.000000e+00 -5.835004e-01 0.000000e+00)
0.148221      	(0.000000e+00 -5.838532e-01 0.000000e+00)
0.14825       	(0.000000e+00 -5.842059e-01 0.000000e+00)
0.148279      	(0.000000e+00 -5.845586e-01 0.000000e+00)
0.148308      	(0.000000e+00 -5.849114e-01 0.000000e+00)
0.148337      	(0.000000e+00 -5.852642e-01 0.000000e+00)
0.148367      	(0.000000e+00 -5.856169e-01 0.000000e+00)
0.148396      	(0.000000e+00 -5.859697e-01 0.000000e+00)
0.148425      	(0.000000e+00 -5.863226e-01 0.000000e+00)
0.148454      	(0.000000e+00 -5.866754e-01 0.000000e+00)
0.148483      	(0.000000e+00 -5.870282e-01 0.000000e+00)
0.148512      	(0.000000e+00 -5.873811e-01 0.000000e+00)
0.148542      	(0.000000e+00 -5.877339e-01 0.000000e+00)
0.148571      	(0.000000e+00 -5.880868e-01 0.000000e+00)
0.1486        	(0.000000e+00 -5.884397e-01 0.000000e+00)
0.148629      	(0.000000e+00 -5.887926e-01 0.000000e+00)
0.148658      	(0.000000e+00 -5.891455e-01 0.000000e+00)
0.148687      	(0.000000e+00 -5.894984e-01 0.000000e+00)
0.148716      	(0.000000e+00 -5.898437e-01 0.000000e+00)
0.148744      	(0.000000e+00 -5.901889e-01 0.000000e+00)
0.148773      	(0.000000e+00 -5.905342e-01 0.000000e+00)
0.148802      	(0.000000e+00 -5.908795e-01 0.000000e+00)
0.14883       	(0.000000e+00 -5.912248e-01 0.000000e+00)
0.148859      	(0.000000e+00 -5.915701e-01 0.000000e+00)
0.148887      	(0.000000e+00 -5.919154e-01 0.000000e+00)
0.148916      	(0.000000e+00 -5.922607e-01 0.000000e+00)
0.148944      	(0.000000e+00 -5.926060e-01 0.000000e+00)
0.148973      	(0.000000e+00 -5.929514e-01 0.000000e+00)
0.149001      	(0.000000e+00 -5.932967e-01 0.000000e+00)
0.14903       	(0.000000e+00 -5.936421e-01 0.000000e+00)
0.149058      	(0.000000e+00 -5.939874e-01 0.000000e+00)
0.149087      	(0.000000e+00 -5.943328e-01 0.000000e+00)
0.149115      	(0.000000e+00 -5.946782e-01 0.000000e+00)
0.149144      	(0.000000e+00 -5.950236e-01 0.000000e+00)
0.149173      	(0.000000e+00 -5.953690e-01 0.000000e+00)
0.149201      	(0.000000e+00 -5.957144e-01 0.000000e+00)
0.14923       	(0.000000e+00 -5.960598e-01 0.000000e+00)
0.149258      	(0.000000e+00 -5.964052e-01 0.000000e+00)
0.149287      	(0.000000e+00 -5.967506e-01 0.000000e+00)
0.149315      	(0.000000e+00 -5.970960e-01 0.000000e+00)
0.149344      	(0.000000e+00 -5.974414e-01 0.000000e+00)
0.149372      	(0.000000e+00 -5.977869e-01 0.000000e+00)
0.149401      	(0.000000e+00 -5.981323e-01 0.000000e+00)
0.149429      	(0.000000e+00 -5.984777e-01 0.000000e+00)
0.149458      	(0.000000e+00 -5.988232e-01 0.000000e+00)
0.149486      	(0.000000e+00 -5.991686e-01 0.000000e+00)
0.149515      	(0.000000e+00 -5.995141e-01 0.000000e+00)
0.149543      	(0.000000e+00 -5.998595e-01 0.000000e+00)
0.149572      	(0.000000e+00 -6.002050e-01 0.000000e+00)
0.149601      	(0.000000e+00 -6.005505e-01 0.000000e+00)
0.149629      	(0.000000e+00 -6.008959e-01 0.000000e+00)
0.149658      	(0.000000e+00 -6.012414e-01 0.000000e+00)
0.149686      	(0.000000e+00 -6.015869e-01 0.000000e+00)
0.149712      	(0.000000e+00 -6.019036e-01 0.000000e+00)
0.149738      	(0.000000e+00 -6.022202e-01 0.000000e+00)
0.149765      	(0.000000e+00 -6.025369e-01 0.000000e+00)
0.149791      	(0.000000e+00 -6.028536e-01 0.000000e+00)
0.149817      	(0.000000e+00 -6.031703e-01 0.000000e+00)
0.149843      	(0.000000e+00 -6.034870e-01 0.000000e+00)
0.149869      	(0.000000e+00 -6.038037e-01 0.000000e+00)
0.149895      	(0.000000e+00 -6.041204e-01 0.000000e+00)
0.149922      	(0.000000e+00 -6.044371e-01 0.000000e+00)
0.149948      	(0.000000e+00 -6.047538e-01 0.000000e+00)
0.149974      	(0.000000e+00 -6.050705e-01 0.000000e+00)
0.15          	(0.000000e+00 -6.053872e-01 0.000000e+00)
0.150028      	(0.000000e+00 -6.057292e-01 0.000000e+00)
0.150056      	(0.000000e+00 -6.060712e-01 0.000000e+00)
0.150085      	(0.000000e+00 -6.064133e-01 0.000000e+00)
0.150113      	(0.000000e+00 -6.067543e-01 0.000000e+00)
0.150141      	(0.000000e+00 -6.070954e-01 0.000000e+00)
0.150169      	(0.000000e+00 -6.074364e-01 0.000000e+00)
0.150197      	(0.000000e+00 -6.077775e-01 0.000000e+00)
0.150226      	(0.000000e+00 -6.081185e-01 0.000000e+00)
0.150254      	(0.000000e+00 -6.084596e-01 0.000000e+00)
0.150282      	(0.000000e+00 -6.087996e-01 0.000000e+00)
0.15031       	(0.000000e+00 -6.091397e-01 0.000000e+00)
0.150338      	(0.000000e+00 -6.094797e-01 0.000000e+00)
0.150366      	(0.000000e+00 -6.098198e-01 0.000000e+00)
0.150394      	(0.000000e+00 -6.101589e-01 0.000000e+00)
0.150422      	(0.000000e+00 -6.104979e-01 0.000000e+00)
0.15045       	(0.000000e+00 -6.108370e-01 0.000000e+00)
0.150478      	(0.000000e+00 -6.111760e-01 0.000000e+00)
0.150506      	(0.000000e+00 -6.115151e-01 0.000000e+00)
0.150534      	(0.000000e+00 -6.118531e-01 0.000000e+00)
0.150562      	(0.000000e+00 -6.121912e-01 0.000000e+00)
0.15059       	(0.000000e+00 -6.125292e-01 0.000000e+00)
0.150618      	(0.000000e+00 -6.128673e-01 0.000000e+00)
0.150646      	(0.000000e+00 -6.132053e-01 0.000000e+00)
0.150674      	(0.000000e+00 -6.135423e-01 0.000000e+00)
0.150701      	(0.000000e+00 -6.138793e-01 0.000000e+00)
0.150729      	(0.000000e+00 -6.142163e-01 0.000000e+00)
0.150757      	(0.000000e+00 -6.145533e-01 0.000000e+00)
0.150785      	(0.000000e+00 -6.148903e-01 0.000000e+00)
0.150813      	(0.000000e+00 -6.152263e-01 0.000000e+00)
0.15084       	(0.000000e+00 -6.155623e-01 0.000000e+00)
0.150868      	(0.000000e+00 -6.158983e-01 0.000000e+00)
0.150896      	(0.000000e+00 -6.162342e-01 0.000000e+00)
0.150924      	(0.000000e+00 -6.165702e-01 0.000000e+00)
0.150951      	(0.000000e+00 -6.169061e-01 0.000000e+00)
0.150979      	(0.000000e+00 -6.172410e-01 0.000000e+00)
0.151007      	(0.000000e+00 -6.175759e-01 0.000000e+00)
0.151034      	(0.000000e+00 -6.179108e-01 0.000000e+00)
0.151062      	(0.000000e+00 -6.182457e-01 0.000000e+00)
0.15109       	(0.000000e+00 -6.185806e-01 0.000000e+00)
0.151117      	(0.000000e+00 -6.189144e-01 0.000000e+00)
0.151145      	(0.000000e+00 -6.192483e-01 0.000000e+00)
0.151173      	(0.000000e+00 -6.195821e-01 0.000000e+00)
0.1512        	(0.000000e+00 -6.199159e-01 0.000000e+00)
0.151228      	(0.000000e+00 -6.202497e-01 0.000000e+00)
0.151255      	(0.000000e+00 -6.205824e-01 0.000000e+00)
0.151283      	(0.000000e+00 -6.209152e-01 0.000000e+00)
0.15131       	(0.000000e+00 -6.212479e-01 0.000000e+00)
0.151338      	(0.000000e+00 -6.215806e-01 0.000000e+00)
0.151365      	(0.000000e+00 -6.219133e-01 0.000000e+00)
0.151393      	(0.000000e+00 -6.222460e-01 0.000000e+00)
0.15142       	(0.000000e+00 -6.225776e-01 0.000000e+00)
0.151448      	(0.000000e+00 -6.229093e-01 0.000000e+00)
0.151475      	(0.000000e+00 -6.232409e-01 0.000000e+00)
0.151502      	(0.000000e+00 -6.235725e-01 0.000000e+00)
0.15153       	(0.000000e+00 -6.239041e-01 0.000000e+00)
0.151557      	(0.000000e+00 -6.242346e-01 0.000000e+00)
0.151584      	(0.000000e+00 -6.245650e-01 0.000000e+00)
0.151612      	(0.000000e+00 -6.248955e-01 0.000000e+00)
0.151639      	(0.000000e+00 -6.252260e-01 0.000000e+00)
0.151666      	(0.000000e+00 -6.255565e-01 0.000000e+00)
0.151694      	(0.000000e+00 -6.258869e-01 0.000000e+00)
0.151721      	(0.000000e+00 -6.262162e-01 0.000000e+00)
0.151748      	(0.000000e+00 -6.265456e-01 0.000000e+00)
0.151775      	(0.000000e+00 -6.268749e-01 0.000000e+00)
0.151803      	(0.000000e+00 -6.272042e-01 0.000000e+00)
0.15183       	(0.000000e+00 -6.275335e-01 0.000000e+00)
0.151857      	(0.000000e+00 -6.278628e-01 0.000000e+00)
0.151884      	(0.000000e+00 -6.281910e-01 0.000000e+00)
0.151911      	(0.000000e+00 -6.285191e-01 0.000000e+00)
0.151939      	(0.000000e+00 -6.288473e-01 0.000000e+00)
0.151966      	(0.000000e+00 -6.291754e-01 0.000000e+00)
0.151993      	(0.000000e+00 -6.295035e-01 0.000000e+00)
0.15202       	(0.000000e+00 -6.298316e-01 0.000000e+00)
0.152047      	(0.000000e+00 -6.301586e-01 0.000000e+00)
0.152074      	(0.000000e+00 -6.304856e-01 0.000000e+00)
0.152101      	(0.000000e+00 -6.308125e-01 0.000000e+00)
0.152128      	(0.000000e+00 -6.311394e-01 0.000000e+00)
0.152155      	(0.000000e+00 -6.314663e-01 0.000000e+00)
0.152182      	(0.000000e+00 -6.317932e-01 0.000000e+00)
0.152209      	(0.000000e+00 -6.321190e-01 0.000000e+00)
0.152236      	(0.000000e+00 -6.324447e-01 0.000000e+00)
0.152263      	(0.000000e+00 -6.327705e-01 0.000000e+00)
0.15229       	(0.000000e+00 -6.330962e-01 0.000000e+00)
0.152317      	(0.000000e+00 -6.334219e-01 0.000000e+00)
0.152344      	(0.000000e+00 -6.337475e-01 0.000000e+00)
0.152371      	(0.000000e+00 -6.340721e-01 0.000000e+00)
0.152398      	(0.000000e+00 -6.343965e-01 0.000000e+00)
0.152425      	(0.000000e+00 -6.347210e-01 0.000000e+00)
0.152452      	(0.000000e+00 -6.350455e-01 0.000000e+00)
0.152478      	(0.000000e+00 -6.353699e-01 0.000000e+00)
0.152505      	(0.000000e+00 -6.356944e-01 0.000000e+00)
0.152532      	(0.000000e+00 -6.360188e-01 0.000000e+00)
0.152559      	(0.000000e+00 -6.363420e-01 0.000000e+00)
0.152586      	(0.000000e+00 -6.366652e-01 0.000000e+00)
0.152612      	(0.000000e+00 -6.369884e-01 0.000000e+00)
0.152639      	(0.000000e+00 -6.373116e-01 0.000000e+00)
0.152666      	(0.000000e+00 -6.376347e-01 0.000000e+00)
0.152693      	(0.000000e+00 -6.379579e-01 0.000000e+00)
0.152719      	(0.000000e+00 -6.382810e-01 0.000000e+00)
0.152746      	(0.000000e+00 -6.386029e-01 0.000000e+00)
0.152773      	(0.000000e+00 -6.389248e-01 0.000000e+00)
0.152799      	(0.000000e+00 -6.392467e-01 0.000000e+00)
0.152826      	(0.000000e+00 -6.395685e-01 0.000000e+00)
0.152853      	(0.000000e+00 -6.398904e-01 0.000000e+00)
0.152879      	(0.000000e+00 -6.402122e-01 0.000000e+00)
0.152906      	(0.000000e+00 -6.405328e-01 0.000000e+00)
0.152933      	(0.000000e+00 -6.408534e-01 0.000000e+00)
0.152959      	(0.000000e+00 -6.411739e-01 0.000000e+00)
0.152986      	(0.000000e+00 -6.414945e-01 0.000000e+00)
0.153012      	(0.000000e+00 -6.418150e-01 0.000000e+00)
0.153039      	(0.000000e+00 -6.421355e-01 0.000000e+00)
0.153065      	(0.000000e+00 -6.424559e-01 0.000000e+00)
0.153092      	(0.000000e+00 -6.427751e-01 0.000000e+00)
0.153118      	(0.000000e+00 -6.430944e-01 0.000000e+00)
0.153145      	(0.000000e+00 -6.434135e-01 0.000000e+00)
0.153171      	(0.000000e+00 -6.437327e-01 0.000000e+00)
0.153198      	(0.000000e+00 -6.440518e-01 0.000000e+00)
0.153224      	(0.000000e+00 -6.443709e-01 0.000000e+00)
0.153251      	(0.000000e+00 -6.446900e-01 0.000000e+00)
0.153277      	(0.000000e+00 -6.450091e-01 0.000000e+00)
0.153304      	(0.000000e+00 -6.453269e-01 0.000000e+00)
0.15333       	(0.000000e+00 -6.456447e-01 0.000000e+00)
0.153356      	(0.000000e+00 -6.459624e-01 0.000000e+00)
0.153383      	(0.000000e+00 -6.462802e-01 0.000000e+00)
0.153409      	(0.000000e+00 -6.465979e-01 0.000000e+00)
0.153435      	(0.000000e+00 -6.469155e-01 0.000000e+00)
0.153462      	(0.000000e+00 -6.472332e-01 0.000000e+00)
0.153488      	(0.000000e+00 -6.475495e-01 0.000000e+00)
0.153514      	(0.000000e+00 -6.478659e-01 0.000000e+00)
0.153541      	(0.000000e+00 -6.481822e-01 0.000000e+00)
0.153567      	(0.000000e+00 -6.484985e-01 0.000000e+00)
0.153593      	(0.000000e+00 -6.488147e-01 0.000000e+00)
0.153619      	(0.000000e+00 -6.491310e-01 0.000000e+00)
0.153646      	(0.000000e+00 -6.494472e-01 0.000000e+00)
0.153672      	(0.000000e+00 -6.497634e-01 0.000000e+00)
0.153698      	(0.000000e+00 -6.500782e-01 0.000000e+00)
0.153724      	(0.000000e+00 -6.503930e-01 0.000000e+00)
0.15375       	(0.000000e+00 -6.507078e-01 0.000000e+00)
0.153776      	(0.000000e+00 -6.510226e-01 0.000000e+00)
0.153803      	(0.000000e+00 -6.513374e-01 0.000000e+00)
0.153829      	(0.000000e+00 -6.516521e-01 0.000000e+00)
0.153855      	(0.000000e+00 -6.519668e-01 0.000000e+00)
0.153881      	(0.000000e+00 -6.522814e-01 0.000000e+00)
0.153907      	(0.000000e+00 -6.525948e-01 0.000000e+00)
0.153933      	(0.000000e+00 -6.529080e-01 0.000000e+00)
0.153959      	(0.000000e+00 -6.532213e-01 0.000000e+00)
0.153985      	(0.000000e+00 -6.535345e-01 0.000000e+00)
0.154011      	(0.000000e+00 -6.538477e-01 0.000000e+00)
0.154037      	(0.000000e+00 -6.541609e-01 0.000000e+00)
0.154063      	(0.000000e+00 -6.544740e-01 0.000000e+00)
0.154089      	(0.000000e+00 -6.547871e-01 0.000000e+00)
0.154115      	(0.000000e+00 -6.550989e-01 0.000000e+00)
0.154141      	(0.000000e+00 -6.554105e-01 0.000000e+00)
0.154167      	(0.000000e+00 -6.557222e-01 0.000000e+00)
0.154193      	(0.000000e+00 -6.560338e-01 0.000000e+00)
0.154219      	(0.000000e+00 -6.563454e-01 0.000000e+00)
0.154245      	(0.000000e+00 -6.566570e-01 0.000000e+00)
0.154271      	(0.000000e+00 -6.569685e-01 0.000000e+00)
0.154297      	(0.000000e+00 -6.572801e-01 0.000000e+00)
0.154323      	(0.000000e+00 -6.575915e-01 0.000000e+00)
0.154348      	(0.000000e+00 -6.579016e-01 0.000000e+00)
0.154374      	(0.000000e+00 -6.582116e-01 0.000000e+00)
0.1544        	(0.000000e+00 -6.585216e-01 0.000000e+00)
0.154426      	(0.000000e+00 -6.588315e-01 0.000000e+00)
0.154452      	(0.000000e+00 -6.591415e-01 0.000000e+00)
0.154477      	(0.000000e+00 -6.594514e-01 0.000000e+00)
0.154503      	(0.000000e+00 -6.597612e-01 0.000000e+00)
0.154529      	(0.000000e+00 -6.600711e-01 0.000000e+00)
0.154555      	(0.000000e+00 -6.603809e-01 0.000000e+00)
0.154581      	(0.000000e+00 -6.606892e-01 0.000000e+00)
0.154606      	(0.000000e+00 -6.609975e-01 0.000000e+00)
0.154632      	(0.000000e+00 -6.613057e-01 0.000000e+00)
0.154658      	(0.000000e+00 -6.616139e-01 0.000000e+00)
0.154683      	(0.000000e+00 -6.619221e-01 0.000000e+00)
0.154709      	(0.000000e+00 -6.622303e-01 0.000000e+00)
0.154735      	(0.000000e+00 -6.625384e-01 0.000000e+00)
0.15476       	(0.000000e+00 -6.628465e-01 0.000000e+00)
0.154786      	(0.000000e+00 -6.631546e-01 0.000000e+00)
0.154812      	(0.000000e+00 -6.634626e-01 0.000000e+00)
0.154837      	(0.000000e+00 -6.637691e-01 0.000000e+00)
0.154863      	(0.000000e+00 -6.640755e-01 0.000000e+00)
0.154888      	(0.000000e+00 -6.643819e-01 0.000000e+00)
0.154914      	(0.000000e+00 -6.646883e-01 0.000000e+00)
0.15494       	(0.000000e+00 -6.649947e-01 0.000000e+00)
0.154965      	(0.000000e+00 -6.653010e-01 0.000000e+00)
0.154991      	(0.000000e+00 -6.656073e-01 0.000000e+00)
0.155016      	(0.000000e+00 -6.659135e-01 0.000000e+00)
0.155042      	(0.000000e+00 -6.662198e-01 0.000000e+00)
0.155067      	(0.000000e+00 -6.665260e-01 0.000000e+00)
0.155093      	(0.000000e+00 -6.668305e-01 0.000000e+00)
0.155118      	(0.000000e+00 -6.671351e-01 0.000000e+00)
0.155144      	(0.000000e+00 -6.674396e-01 0.000000e+00)
0.155169      	(0.000000e+00 -6.677441e-01 0.000000e+00)
0.155194      	(0.000000e+00 -6.680485e-01 0.000000e+00)
0.15522       	(0.000000e+00 -6.683529e-01 0.000000e+00)
0.155245      	(0.000000e+00 -6.686573e-01 0.000000e+00)
0.155271      	(0.000000e+00 -6.689616e-01 0.000000e+00)
0.155296      	(0.000000e+00 -6.692659e-01 0.000000e+00)
0.155322      	(0.000000e+00 -6.695702e-01 0.000000e+00)
0.155347      	(0.000000e+00 -6.698744e-01 0.000000e+00)
0.155372      	(0.000000e+00 -6.701770e-01 0.000000e+00)
0.155398      	(0.000000e+00 -6.704795e-01 0.000000e+00)
0.155423      	(0.000000e+00 -6.707820e-01 0.000000e+00)
0.155448      	(0.000000e+00 -6.710844e-01 0.000000e+00)
0.155473      	(0.000000e+00 -6.713868e-01 0.000000e+00)
0.155499      	(0.000000e+00 -6.716892e-01 0.000000e+00)
0.155524      	(0.000000e+00 -6.719915e-01 0.000000e+00)
0.155549      	(0.000000e+00 -6.722938e-01 0.000000e+00)
0.155575      	(0.000000e+00 -6.725961e-01 0.000000e+00)
0.1556        	(0.000000e+00 -6.728983e-01 0.000000e+00)
0.155625      	(0.000000e+00 -6.732005e-01 0.000000e+00)
0.15565       	(0.000000e+00 -6.735009e-01 0.000000e+00)
0.155675      	(0.000000e+00 -6.738013e-01 0.000000e+00)
0.155701      	(0.000000e+00 -6.741017e-01 0.000000e+00)
0.155726      	(0.000000e+00 -6.744020e-01 0.000000e+00)
0.155751      	(0.000000e+00 -6.747022e-01 0.000000e+00)
0.155776      	(0.000000e+00 -6.750025e-01 0.000000e+00)
0.155801      	(0.000000e+00 -6.753027e-01 0.000000e+00)
0.155826      	(0.000000e+00 -6.756028e-01 0.000000e+00)
0.155851      	(0.000000e+00 -6.759030e-01 0.000000e+00)
0.155877      	(0.000000e+00 -6.762030e-01 0.000000e+00)
0.155902      	(0.000000e+00 -6.765031e-01 0.000000e+00)
0.155927      	(0.000000e+00 -6.768031e-01 0.000000e+00)
0.155952      	(0.000000e+00 -6.771012e-01 0.000000e+00)
0.155977      	(0.000000e+00 -6.773993e-01 0.000000e+00)
0.156002      	(0.000000e+00 -6.776974e-01 0.000000e+00)
0.156027      	(0.000000e+00 -6.779954e-01 0.000000e+00)
0.156052      	(0.000000e+00 -6.782934e-01 0.000000e+00)
0.156077      	(0.000000e+00 -6.785913e-01 0.000000e+00)
0.156102      	(0.000000e+00 -6.788892e-01 0.000000e+00)
0.156127      	(0.000000e+00 -6.791871e-01 0.000000e+00)
0.156152      	(0.000000e+00 -6.794849e-01 0.000000e+00)
0.156177      	(0.000000e+00 -6.797827e-01 0.000000e+00)
0.156202      	(0.000000e+00 -6.800804e-01 0.000000e+00)
0.156227      	(0.000000e+00 -6.803781e-01 0.000000e+00)
0.156252      	(0.000000e+00 -6.806758e-01 0.000000e+00)
0.156277      	(0.000000e+00 -6.809734e-01 0.000000e+00)
0.156302      	(0.000000e+00 -6.812690e-01 0.000000e+00)
0.156326      	(0.000000e+00 -6.815646e-01 0.000000e+00)
0.156351      	(0.000000e+00 -6.818601e-01 0.000000e+00)
0.156376      	(0.000000e+00 -6.821556e-01 0.000000e+00)
0.156401      	(0.000000e+00 -6.824510e-01 0.000000e+00)
0.156426      	(0.000000e+00 -6.827464e-01 0.000000e+00)
0.15645       	(0.000000e+00 -6.830418e-01 0.000000e+00)
0.156475      	(0.000000e+00 -6.833371e-01 0.000000e+00)
0.1565        	(0.000000e+00 -6.836324e-01 0.000000e+00)
0.156525      	(0.000000e+00 -6.839276e-01 0.000000e+00)
0.15655       	(0.000000e+00 -6.842228e-01 0.000000e+00)
0.156575      	(0.000000e+00 -6.845180e-01 0.000000e+00)
0.156599      	(0.000000e+00 -6.848131e-01 0.000000e+00)
0.156624      	(0.000000e+00 -6.851082e-01 0.000000e+00)
0.156649      	(0.000000e+00 -6.854011e-01 0.000000e+00)
0.156674      	(0.000000e+00 -6.856939e-01 0.000000e+00)
0.156698      	(0.000000e+00 -6.859867e-01 0.000000e+00)
0.156723      	(0.000000e+00 -6.862795e-01 0.000000e+00)
0.156747      	(0.000000e+00 -6.865722e-01 0.000000e+00)
0.156772      	(0.000000e+00 -6.868648e-01 0.000000e+00)
0.156797      	(0.000000e+00 -6.871575e-01 0.000000e+00)
0.156821      	(0.000000e+00 -6.874500e-01 0.000000e+00)
0.156846      	(0.000000e+00 -6.877426e-01 0.000000e+00)
0.156871      	(0.000000e+00 -6.880351e-01 0.000000e+00)
0.156895      	(0.000000e+00 -6.883276e-01 0.000000e+00)
0.15692       	(0.000000e+00 -6.886200e-01 0.000000e+00)
0.156945      	(0.000000e+00 -6.889123e-01 0.000000e+00)
0.156969      	(0.000000e+00 -6.892047e-01 0.000000e+00)
0.156994      	(0.000000e+00 -6.894970e-01 0.000000e+00)
0.157018      	(0.000000e+00 -6.897892e-01 0.000000e+00)
0.157043      	(0.000000e+00 -6.900814e-01 0.000000e+00)
0.157068      	(0.000000e+00 -6.903711e-01 0.000000e+00)
0.157092      	(0.000000e+00 -6.906608e-01 0.000000e+00)
0.157116      	(0.000000e+00 -6.909505e-01 0.000000e+00)
0.157141      	(0.000000e+00 -6.912401e-01 0.000000e+00)
0.157165      	(0.000000e+00 -6.915297e-01 0.000000e+00)
0.15719       	(0.000000e+00 -6.918192e-01 0.000000e+00)
0.157214      	(0.000000e+00 -6.921087e-01 0.000000e+00)
0.157239      	(0.000000e+00 -6.923981e-01 0.000000e+00)
0.157263      	(0.000000e+00 -6.926875e-01 0.000000e+00)
0.157287      	(0.000000e+00 -6.929768e-01 0.000000e+00)
0.157312      	(0.000000e+00 -6.932661e-01 0.000000e+00)
0.157336      	(0.000000e+00 -6.935554e-01 0.000000e+00)
0.157361      	(0.000000e+00 -6.938446e-01 0.000000e+00)
0.157385      	(0.000000e+00 -6.941338e-01 0.000000e+00)
0.15741       	(0.000000e+00 -6.944229e-01 0.000000e+00)
0.157434      	(0.000000e+00 -6.947119e-01 0.000000e+00)
0.157459      	(0.000000e+00 -6.950010e-01 0.000000e+00)
0.157483      	(0.000000e+00 -6.952900e-01 0.000000e+00)
0.157507      	(0.000000e+00 -6.955789e-01 0.000000e+00)
0.157532      	(0.000000e+00 -6.958650e-01 0.000000e+00)
0.157556      	(0.000000e+00 -6.961510e-01 0.000000e+00)
0.15758       	(0.000000e+00 -6.964370e-01 0.000000e+00)
0.157604      	(0.000000e+00 -6.967230e-01 0.000000e+00)
0.157628      	(0.000000e+00 -6.970089e-01 0.000000e+00)
0.157653      	(0.000000e+00 -6.972947e-01 0.000000e+00)
0.157677      	(0.000000e+00 -6.975805e-01 0.000000e+00)
0.157701      	(0.000000e+00 -6.978663e-01 0.000000e+00)
0.157725      	(0.000000e+00 -6.981520e-01 0.000000e+00)
0.157749      	(0.000000e+00 -6.984377e-01 0.000000e+00)
0.157774      	(0.000000e+00 -6.987233e-01 0.000000e+00)
0.157798      	(0.000000e+00 -6.990089e-01 0.000000e+00)
0.157822      	(0.000000e+00 -6.992944e-01 0.000000e+00)
0.157846      	(0.000000e+00 -6.995799e-01 0.000000e+00)
0.15787       	(0.000000e+00 -6.998653e-01 0.000000e+00)
0.157895      	(0.000000e+00 -7.001507e-01 0.000000e+00)
0.157919      	(0.000000e+00 -7.004361e-01 0.000000e+00)
0.157943      	(0.000000e+00 -7.007214e-01 0.000000e+00)
0.157967      	(0.000000e+00 -7.010066e-01 0.000000e+00)
0.157991      	(0.000000e+00 -7.012918e-01 0.000000e+00)
0.158016      	(0.000000e+00 -7.015770e-01 0.000000e+00)
0.15804       	(0.000000e+00 -7.018621e-01 0.000000e+00)
0.158064      	(0.000000e+00 -7.021471e-01 0.000000e+00)
0.158088      	(0.000000e+00 -7.024286e-01 0.000000e+00)
0.158112      	(0.000000e+00 -7.027100e-01 0.000000e+00)
0.158136      	(0.000000e+00 -7.029914e-01 0.000000e+00)
0.15816       	(0.000000e+00 -7.032728e-01 0.000000e+00)
0.158184      	(0.000000e+00 -7.035540e-01 0.000000e+00)
0.158207      	(0.000000e+00 -7.038353e-01 0.000000e+00)
0.158231      	(0.000000e+00 -7.041165e-01 0.000000e+00)
0.158255      	(0.000000e+00 -7.043976e-01 0.000000e+00)
0.158279      	(0.000000e+00 -7.046787e-01 0.000000e+00)
0.158303      	(0.000000e+00 -7.049598e-01 0.000000e+00)
0.158327      	(0.000000e+00 -7.052408e-01 0.000000e+00)
0.158351      	(0.000000e+00 -7.055217e-01 0.000000e+00)
0.158375      	(0.000000e+00 -7.058026e-01 0.000000e+00)
0.158399      	(0.000000e+00 -7.060835e-01 0.000000e+00)
0.158423      	(0.000000e+00 -7.063643e-01 0.000000e+00)
0.158446      	(0.000000e+00 -7.066450e-01 0.000000e+00)
0.15847       	(0.000000e+00 -7.069257e-01 0.000000e+00)
0.158494      	(0.000000e+00 -7.072064e-01 0.000000e+00)
0.158518      	(0.000000e+00 -7.074870e-01 0.000000e+00)
0.158542      	(0.000000e+00 -7.077676e-01 0.000000e+00)
0.158566      	(0.000000e+00 -7.080481e-01 0.000000e+00)
0.15859       	(0.000000e+00 -7.083285e-01 0.000000e+00)
0.158614      	(0.000000e+00 -7.086089e-01 0.000000e+00)
0.158638      	(0.000000e+00 -7.088893e-01 0.000000e+00)
0.158662      	(0.000000e+00 -7.091695e-01 0.000000e+00)
0.158685      	(0.000000e+00 -7.094498e-01 0.000000e+00)
0.158709      	(0.000000e+00 -7.097300e-01 0.000000e+00)
0.158733      	(0.000000e+00 -7.100101e-01 0.000000e+00)
0.158757      	(0.000000e+00 -7.102902e-01 0.000000e+00)
0.158781      	(0.000000e+00 -7.105703e-01 0.000000e+00)
0.158804      	(0.000000e+00 -7.108449e-01 0.000000e+00)
0.158828      	(0.000000e+00 -7.111194e-01 0.000000e+00)
0.158851      	(0.000000e+00 -7.113939e-01 0.000000e+00)
0.158875      	(0.000000e+00 -7.116684e-01 0.000000e+00)
0.158898      	(0.000000e+00 -7.119428e-01 0.000000e+00)
